name
irri
jorah mormont
viserys targaryen
jorah mormont
viserys targaryen
jorah mormont
viserys targaryen
joffrey lannister
tyrion lannister
joffrey lannister
tyrion lannister
joffrey lannister
tyrion lannister
joffrey lannister
tyrion lannister
joffrey lannister
tyrion lannister
sandor clegane
tyrion lannister
tyrion lannister
jaime lannister
tyrion lannister
myrcella baratheon
tyrion lannister
cersei lannister
tyrion lannister
cersei lannister
tyrion lannister
cersei lannister
tyrion lannister
jaime lannister
tyrion lannister
cersei lannister
jaime lannister
tyrion lannister
jaime lannister
tyrion lannister
cersei lannister
catelyn stark
cersei lannister
catelyn stark
cersei lannister
catelyn stark
cersei lannister
jaime lannister
jon snow
jaime lannister
jon snow
jaime lannister
jon snow
jaime lannister
jon snow
jaime lannister
arya stark
jon snow
arya stark
jon snow
arya stark
jon snow
arya stark
jon snow
arya stark
jon snow
arya stark
jon snow
arya stark
jon snow
arya stark
jon snow
arya stark
jon snow
catelyn stark
jon snow
catelyn stark
catelyn stark
eddard stark
catelyn stark
eddard stark
robb stark
jon snow
robb stark
jon snow
robb stark
jon snow
robb stark
jon snow
eddard stark
jon snow
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
benjen stark
tyrion lannister
jon snow
tyrion lannister
jon snow
tyrion lannister
jon snow
tyrion lannister
jon snow
tyrion lannister
jon snow
tyrion lannister
maester luwin
catelyn stark
maester luwin
catelyn stark
robb stark
maester luwin
robb stark
catelyn stark
robb stark
catelyn stark
robb stark
catelyn stark
robb stark
assassin
catelyn stark
daenerys targaryen
irri
daenerys targaryen
irri
jhiqui
doreah
daenerys targaryen
doreah
irri
daenerys targaryen
doreah
daenerys targaryen
doreah
daenerys targaryen
doreah
daenerys targaryen
doreah
daenerys targaryen
doreah
benjen stark
catelyn stark
maester luwin
catelyn stark
theon greyjoy
catelyn stark
rodrick cassel
robb stark
theon greyjoy
maester luwin
catelyn stark
robb stark
catelyn stark
robb stark
catelyn stark
rodrick cassel
catelyn stark
rodrick cassel
robb stark
catelyn stark
doreah
daenerys targaryen
doreah
daenerys targaryen
doreah
daenerys targaryen
doreah
daenerys targaryen
sansa stark
sandor clegane
sansa stark
sandor clegane
joffrey lannister
sansa stark
joffrey lannister
mycah
sansa stark
arya stark
joffrey lannister
mycah
sansa stark
arya stark
joffrey lannister
mycah
joffrey lannister
mycah
joffrey lannister
arya stark
sansa stark
joffrey lannister
sansa stark
joffrey lannister
arya stark
joffrey lannister
sansa stark
joffrey lannister
soldier
arya stark
soldier
soldier
soldier
arya stark
jory cassel
eddard stark
jory cassel
eddard stark
jory cassel
eddard stark
jory cassel
eddard stark
arya stark
eddard stark
arya stark
eddard stark
cersei lannister
robert baratheon
cersei lannister
arya stark
cersei lannister
arya stark
joffrey lannister
arya stark
joffrey lannister
robert baratheon
eddard stark
cersei lannister
robert baratheon
sansa stark
arya stark
eddard stark
arya stark
eddard stark
cersei lannister
robert baratheon
cersei lannister
robert baratheon
eddard stark
cersei lannister
robert baratheon
soldier
robert baratheon
cersei lannister
robert baratheon
eddard stark
robert baratheon
sansa stark
arya stark
sansa stark
eddard stark
cersei lannister
soldier
cersei lannister
eddard stark
cersei lannister
eddard stark
eddard stark
sandor clegane
kings landing guard
eddard stark
jory cassel
kings landing guard
jaime lannister
eddard stark
jaime lannister
eddard stark
jaime lannister
eddard stark
jaime lannister
eddard stark
jaime lannister
eddard stark
jaime lannister
eddard stark
varys
eddard stark
varys
eddard stark
renly baratheon
petyr baelish
eddard stark
petyr baelish
eddard stark
petyr baelish
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
renly baratheon
varys
petyr baelish
renly baratheon
petyr baelish
eddard stark
grand maester pycelle
petyr baelish
eddard stark
petyr baelish
eddard stark
petyr baelish
eddard stark
grand maester pycelle
renly baratheon
eddard stark
petyr baelish
eddard stark
varys
cersei lannister
joffrey lannister
cersei lannister
joffrey lannister
cersei lannister
joffrey lannister
cersei lannister
joffrey lannister
cersei lannister
joffrey lannister
cersei lannister
joffrey lannister
cersei lannister
joffrey lannister
cersei lannister
joffrey lannister
cersei lannister
joffrey lannister
cersei lannister
joffrey lannister
cersei lannister
joffrey lannister
cersei lannister
septa mordane
arya stark
sansa stark
arya stark
septa mordane
arya stark
sansa stark
arya stark
sansa stark
arya stark
septa mordane
eddard stark
septa mordane
eddard stark
eddard stark
sansa stark
septa mordane
eddard stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
old nan
bran stark
old nan
bran stark
old nan
robb stark
old nan
robb stark
bran stark
robb stark
bran stark
robb stark
bran stark
rodrick cassel
catelyn stark
rodrick cassel
guard
catelyn stark
guard
catelyn stark
guard
petyr baelish
catelyn stark
petyr baelish
catelyn stark
petyr baelish
catelyn stark
petyr baelish
varys
catelyn stark
varys
catelyn stark
varys
catelyn stark
varys
petyr baelish
catelyn stark
petyr baelish
catelyn stark
petyr baelish
alliser thorne
alliser thorne
alliser thorne
tyrion lannister
jeor mormont
tyrion lannister
jeor mormont
tyrion lannister
jeor mormont
grand maester pycelle
petyr baelish
eddard stark
petyr baelish
petyr baelish
eddard stark
catelyn stark
petyr baelish
grenn
jon snow
grenn
pyp
grenn
tyrion lannister
rast
tyrion lannister
grenn
jon snow
tyrion lannister
jon snow
tyrion lannister
petyr baelish
catelyn stark
petyr baelish
catelyn stark
petyr baelish
catelyn stark
petyr baelish
cersei lannister
jaime lannister
cersei lannister
jaime lannister
cersei lannister
jaime lannister
cersei lannister
jaime lannister
cersei lannister
jaime lannister
cersei lannister
jaime lannister
jaime lannister
catelyn stark
eddard stark
catelyn stark
eddard stark
catelyn stark
eddard stark
cersei lannister
eddard stark
catelyn stark
eddard stark
catelyn stark
eddard stark
robert baratheon
barristan selmy
robert baratheon
barristan selmy
robert baratheon
barristan selmy
robert baratheon
lancel lannister
robert baratheon
lancel lannister
robert baratheon
jaime lannister
barristan selmy
jaime lannister
barristan selmy
robert baratheon
jaime lannister
robert baratheon
jaime lannister
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
viserys targaryen
irri
daenerys targaryen
irri
daenerys targaryen
viserys targaryen
jorah mormont
rakharo
benjen stark
jon snow
benjen stark
jon snow
benjen stark
jon snow
benjen stark
jon snow
benjen stark
yoren
tyrion lannister
yoren
tyrion lannister
yoren
tyrion lannister
yoren
tyrion lannister
benjen stark
tyrion lannister
benjen stark
tyrion lannister
benjen stark
tyrion lannister
benjen stark
tyrion lannister
benjen stark
yoren
benjen stark
yoren
tyrion lannister
yoren
tyrion lannister
yoren
tyrion lannister
yoren
tyrion lannister
irri
daenerys targaryen
irri
jorah mormont
rakharo
jorah mormont
rakharo
jorah mormont
rakharo
jorah mormont
rakharo
jorah mormont
rakharo
jorah mormont
irri
rakharo
irri
rakharo
irri
jorah mormont
irri
rakharo
irri
jorah mormont
rhakaro
jorah mormont
jon snow
maester aemon
tyrion lannister
maester aemon
tyrion lannister
maester aemon
jeor mormont
tyrion lannister
jeor mormont
maester aemon
jeor mormont
maester aemon
daenerys targaryen
khal drogo
daenerys targaryen
jon snow
tyrion lannister
jon snow
tyrion lannister
jon snow
tyrion lannister
jon snow
tyrion lannister
jon snow
syrio forel
arya stark
syrio forel
syrio forel
arya stark
syrio forel
arya stark
syrio forel
arya stark
syrio forel
arya stark
syrio forel
syrio forel
old nan
theon greyjoy
bran stark
theon greyjoy
bran stark
theon greyjoy
tyrion lannister
robb stark
tyrion lannister
robb stark
tyrion lannister
tyrion lannister
maester luwin
tyrion lannister
robb stark
tyrion lannister
bran stark
tyrion lannister
bran stark
maester luwin
tyrion lannister
bran stark
tyrion lannister
bran stark
tyrion lannister
robb stark
tyrion lannister
robb stark
tyrion lannister
theon greyjoy
tyrion lannister
theon greyjoy
tyrion lannister
theon greyjoy
tyrion lannister
theon greyjoy
tyrion lannister
theon greyjoy
tyrion lannister
theon greyjoy
tyrion lannister
theon greyjoy
tyrion lannister
jon snow
grenn
pyp
alliser thorne
sam tarly
rast
alliser thorne
sam tarly
alliser thorne
jon snow
alliser thorne
jon snow
grenn
alliser thorne
pyp
grenn
sam tarly
jon snow
sam tarly
jon snow
grenn
sam tarly
grenn
sam tarly
jon snow
sam tarly
grenn
pyp
grenn
pyp
grenn
jorah mormont
viserys targaryen
daenerys targaryen
viserys targaryen
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
doreah
viserys targaryen
doreah
viserys targaryen
doreah
viserys targaryen
doreah
viserys targaryen
doreah
viserys targaryen
doreah
viserys targaryen
doreah
viserys targaryen
doreah
viserys targaryen
doreah
viserys targaryen
doreah
viserys targaryen
doreah
viserys targaryen
doreah
viserys targaryen
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
septa mordane
sansa stark
janos slynt
eddard stark
janos slynt
varys
renly baratheon
janos slynt
eddard stark
petyr baelish
eddard stark
janos slynt
eddard stark
varys
petyr baelish
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
petyr baelish
eddard stark
petyr baelish
eddard stark
petyr baelish
eddard stark
petyr baelish
eddard stark
petyr baelish
eddard stark
petyr baelish
petyr baelish
eddard stark
petyr baelish
jory cassel
hugh of vale
jory cassel
hugh of vale
jory cassel
hugh of vale
jory cassel
eddard stark
jory cassel
eddard stark
tobho mott
eddard stark
tobho mott
eddard stark
tobho mott
eddard stark
gendry baratheon
tobho mott
gendry baratheon
tobho mott
eddard stark
gendry baratheon
eddard stark
gendry baratheon
eddard stark
gendry baratheon
eddard stark
gendry baratheon
eddard stark
jory cassel
eddard stark
jory cassel
jaime lannister
jory cassel
jaime lannister
jory cassel
jaime lannister
jory cassel
jaime lannister
jory cassel
jaime lannister
jory cassel
jaime lannister
jory cassel
jaime lannister
jory cassel
jaime lannister
jory cassel
jaime lannister
robert baratheon
jory cassel
jaime lannister
grenn
jon snow
pyp
jon snow
pyp
jon snow
rast
jon snow
alliser thorne
grenn
alliser thorne
viserys targaryen
doreah
daenerys targaryen
irri
daenerys targaryen
viserys targaryen
daenerys targaryen
viserys targaryen
daenerys targaryen
viserys targaryen
daenerys targaryen
viserys targaryen
daenerys targaryen
viserys targaryen
daenerys targaryen
viserys targaryen
viserys targaryen
daenerys targaryen
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
jon snow
sam tarly
alliser thorne
sam tarly
alliser thorne
jon snow
alliser thorne
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
petyr baelish
sansa stark
septa mordane
petyr baelish
arya stark
sansa stark
septa mordane
petyr baelish
robert baratheon
sansa stark
petyr baelish
sansa stark
petyr baelish
robert baratheon
petyr baelish
sansa stark
petyr baelish
jory cassel
eddard stark
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
marillion
catelyn stark
rodrick cassel
marillion
rodrick cassel
marillion
masha heddle
tyrion lannister
masha heddle
tyrion lannister
bronn
tyrion lannister
yoren
marillion
tyrion lannister
masha heddle
catelyn stark
knight of house whent
catelyn stark
knight of house whent
catelyn stark
knight of house bracken
tyrion lannister
catelyn stark
catelyn stark
eddard stark
barristan selmy
eddard stark
barristan selmy
eddard stark
barristan selmy
eddard stark
barristan selmy
eddard stark
barristan selmy
eddard stark
barristan selmy
eddard stark
barristan selmy
eddard stark
barristan selmy
eddard stark
lancel lannister
robert baratheon
eddard stark
robert baratheon
robert baratheon
lancel lannister
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
sansa stark
sansa stark
sansa stark
eddard stark
sansa stark
petyr baelish
renly baratheon
petyr baelish
renly baratheon
sansa stark
eddard stark
renly baratheon
petyr baelish
petyr baelish
sansa stark
petyr baelish
robert baratheon
loras tyrell
sandor clegane
catelyn stark
marillion
tyrion lannister
catelyn stark
tyrion lannister
catelyn stark
tyrion lannister
catelyn stark
tyrion lannister
catelyn stark
tyrion lannister
catelyn stark
tyrion lannister
catelyn stark
tyrion lannister
rodrik cassel
tyrion lannister
rodrik cassel
tyrion lannister
catelyn stark
rodrik cassel
bronn
tyrion lannister
maester luwin
bran stark
maester luwin
bran stark
theon greyjoy
maester luwin
bran stark
maester luwin
bran stark
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
bran stark
maester luwin
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
arya stark
varys
eddard stark
varys
eddard stark
varys
varys
eddard stark
varys
eddard stark
varys
eddard stark
varys
eddard stark
varys
eddard stark
varys
eddard stark
varys
eddard stark
varys
varys
illyrio mopatis
varys
illyrio mopatis
varys
illyrio mopatis
varys
illyrio mopatis
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
varys
petyr baelish
renly baratheon
petyr baelish
varys
guard
arya stark
guard
arya stark
guard
guard
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
eddard stark
arya stark
jory cassel
eddard stark
yoren
arya stark
eddard stark
yoren
eddard stark
yoren
eddard stark
yoren
eddard stark
eddard stark
jory cassel
arya stark
jory cassel
arya stark
jory cassel
eddard stark
yoren
vardis egen
catelyn stark
vardis egen
catelyn stark
vardis egen
catelyn stark
vardis egen
catelyn stark
vardis egen
tyrion lannister
bronn
tyrion lannister
steward
eddard stark
steward
eddard stark
steward
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
varys
eddard stark
varys
eddard stark
petyr baelish
eddard stark
robert baratheon
eddard stark
robert baratheon
varys
grand maester pycelle
renly baratheon
petyr baelish
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
jory cassel
petyr baelish
eddard stark
petyr baelish
eddard stark
petyr baelish
eddard stark
petyr baelish
eddard stark
jory cassel
eddard stark
lysa arryn
catelyn stark
lysa arryn
robin arryn
lysa arryn
robin arryn
lysa arryn
tyrion lannister
lysa arryn
tyrion lannister
robin arryn
lysa arryn
robin arryn
lysa arryn
catelyn stark
lysa arryn
mord
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
loras tyrell
renly baratheon
renly baratheon
loras tyrell
renly baratheon
loras tyrell
loras tyrell
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
robert baratheon
cersei lannister
mhaegen
mhaegen
eddard stark
mhaegen
eddard stark
mhaegen
eddard stark
petyr baelish
eddard stark
petyr baelish
eddard stark
petyr baelish
eddard stark
petyr baelish
eddard stark
eddard stark
jory cassel
jaime lannister
jory cassel
jaime lannister
petyr baelish
jaime lannister
eddard stark
jaime lannister
eddard stark
petyr baelish
jaime lannister
jory cassel
jaime lannister
eddard stark
jaime lannister
jaime lannister
eddard stark
cersei lannister
eddard stark
robert baratheon
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
robert baratheon
eddard stark
cersei lannister
robert baratheon
eddard stark
cersei lannister
robert baratheon
cersei lannister
cersei lannister
robert baratheon
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
irri
irri
daenerys targaryen
robb stark
bran stark
theon greyjoy
robb stark
theon greyjoy
robb stark
theon greyjoy
robb stark
theon greyjoy
robb stark
theon greyjoy
robb stark
robb stark
theon greyjoy
bran stark
osha
bran stark
wildling
osha
wildling
bran stark
wildling
bran stark
wildling
osha
wildling
robb stark
bran stark
wildling
bran stark
wildling
robb stark
bran stark
theon greyjoy
robb stark
theon greyjoy
robb stark
theon greyjoy
robb stark
osha
robb stark
tyrion lannister
mord
tyrion lannister
mord
tyrion lannister
mord
tyrion lannister
mord
arya stark
syrio forel
arya stark
syrio forel
arya stark
syrio forel
arya stark
syrio forel
syrio forel
syrio forel
syrio forel
viserys targaryen
jorah mormont
viserys targaryen
viserys targaryen
jorah mormont
jorah mormont
viserys targaryen
jorah mormont
daenerys targaryen
viserys targaryen
jorah mormont
jorah mormont
viserys targaryen
jorah mormont
viserys targaryen
jorah mormont
viserys targaryen
jorah mormont
viserys targaryen
jorah mormont
viserys targaryen
jorah mormont
viserys targaryen
jorah mormont
tyrion lannister
mord
tyrion lannister
tyrion lannister
mord
tyrion lannister
mord
tyrion lannister
mord
tyrion lannister
lysa arryn
tyrion lannister
lysa arryn
tyrion lannister
lysa arryn
robin arryn
lysa arryn
tyrion lannister
catelyn stark
tyrion lannister
lysa arryn
tyrion lannister
lysa arryn
tyrion lannister
lysa arryn
lysa arryn
tyrion lannister
lysa arryn
knight
knight
knight
knight
knight
robin arryn
lysa arryn
ser vardis
tyrion lannister
lysa arryn
tyrion lannister
ser vardis
tyrion lannister
lysa arryn
tyrion lannister
lysa arryn
tyrion lannister
tyrion lannister
lysa arryn
bronn
lancel lannister
robert baratheon
renly baratheon
robert baratheon
barriston
robert baratheon
renly baratheon
robert baratheon
renly baratheon
robert baratheon
renly baratheon
robert baratheon
barristan selmy
robert baratheon
renly baratheon
robert baratheon
renly baratheon
man
grand maester pycelle
man
grand maester pycelle
petyr baelish
eddard stark
man
petyr baelish
eddard stark
grand maester pycelle
petyr baelish
grand maester pycelle
petyr baelish
grand maester pycelle
eddard stark
eddard stark
beric dondarrion
eddard stark
grand maester pycelle
eddard stark
grand maester pycelle
eddard stark
petyr baelish
eddard stark
robin arryn
lysa arryn
bronn
robin arryn
tyrion lannister
tyrion lannister
mordane
sansa stark
mordane
sansa stark
mordane
sansa stark
mordane
sansa stark
mordane
sansa stark
mordane
sansa stark
mordane
sansa stark
mordane
mordane
sansa stark
joffrey lannister
sansa stark
joffrey lannister
sansa stark
joffrey lannister
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
theon greyjoy
ros
eddard stark
sansa stark
eddard stark
sansa stark
arya stark
eddard stark
sansa stark
arya stark
eddard stark
arya stark
sansa stark
arya stark
eddard stark
sansa stark
arya stark
sansa stark
eddard stark
sansa stark
arya stark
sansa stark
eddard stark
viserys targaryen
daenerys targaryen
viserys targaryen
jorah mormont
viserys targaryen
viserys targaryen
jorah mormont
viserys targaryen
khal drogo
viserys targaryen
daenerys targaryen
viserys targaryen
jorah mormont
viserys targaryen
viserys targaryen
viserys targaryen
daenerys targaryen
viserys targaryen
viserys targaryen
jorah mormont
daenerys targaryen
viserys targaryen
viserys targaryen
khal drogo
jorah mormont
daenerys targaryen
jaime lannister
tywin lannister
tywin lannister
jaime lannister
tywin lannister
jaime lannister
tywin lannister
jaime lannister
jaime lannister
tywin lannister
tywin lannister
jaime lannister
tywin lannister
jaime lannister
tywin lannister
jaime lannister
tywin lannister
jaime lannister
tywin lannister
jaime lannister
tywin lannister
tywin lannister
cersei lannister
eddard stark
cersei lannister
eddard stark
eddard stark
cersei lannister
eddard stark
cersei lannister
cersei lannister
eddard stark
cersei lannister
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
eddard stark
cersei lannister
ros
petyr baelish
ros
petyr baelish
ros
petyr baelish
ros
petyr baelish
ros
petyr baelish
ros
petyr baelish
ros
petyr baelish
ros
petyr baelish
theon greyjoy
osha
theon greyjoy
osha
theon greyjoy
osha
theon greyjoy
osha
theon greyjoy
osha
theon greyjoy
osha
theon greyjoy
osha
theon greyjoy
osha
theon greyjoy
osha
theon greyjoy
osha
theon greyjoy
maester luwin
theon greyjoy
maester luwin
maester luwin
osha
osha
maester luwin
osha
maester luwin
osha
maester luwin
osha
maester luwin
osha
sam tarly
jon snow
sam tarly
jon snow
night watch stable boy
jon snow
renly baratheon
robert baratheon
robert baratheon
cersei lannister
robert baratheon
eddard stark
robert baratheon
robert baratheon
eddard stark
robert baratheon
eddard stark
robert baratheon
eddard stark
barristan selmy
eddard stark
lord varys
barristan selmy
eddard stark
lord varys
eddard stark
lord varys
khal drogo
daenerys targaryen
khal drogo
daenerys targaryen
khal drogo
daenerys targaryen
khal drogo
daenerys targaryen
daenerys targaryen
khal drogo
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
daenerys targaryen
jorah mormont
deanerys targarian
jorah mormont
little bird
wine merchant
daenerys targaryen
wine merchant
doreah
wine merchant
daenerys targaryen
wine merchant
